RASHUT,ID,SES,PERIPH,JEWISH,YEAR,DIST_FROM_TLV,JEWS_PERCENT,Teachers-skills,immigrant,Special-Education,Matriculation-eligibility,Excellent-matriculation-eligibility,Math,Class-size,Teacher-student-ratio,ALLOCATION_LOG
ביר אל-מכסור,32,2,5,0,2014,87.9,0.0,21.0,0.0,2.0,52.0,1.0,5.0,26.0,11.0,5.700443573390687
ביר אל-מכסור,32,2,5,0,2015,87.9,0.0,24.0,0.0,2.0,52.0,0.0,0.0,26.0,11.0,6.309918278226516
ביר אל-מכסור,32,2,4,0,2016,89.2,0.0,29.0,0.0,2.0,42.0,2.0,2.0,24.0,11.0,6.2422232654551655
ביר אל-מכסור,32,2,4,0,2017,89.2,0.0,31.0,0.0,2.0,40.0,0.0,4.0,24.0,10.0,6.505784060128229
ביר אל-מכסור,32,2,4,0,2018,89.2,0.0,35.0,0.0,2.0,48.0,1.0,2.0,24.0,10.0,7.044032897274685
ביר אל-מכסור,32,2,4,0,2019,89.2,0.0,39.0,0.0,2.0,40.0,1.0,1.0,24.0,10.0,6.873163834212518
ביר אל-מכסור,32,2,4,0,2020,89.2,0.0,48.0,0.0,2.0,45.0,1.0,3.0,24.0,10.0,6.52649485957079
בית אל,33,5,5,1,2014,63.6,99.8,45.0,1.0,9.0,89.0,7.0,7.0,27.0,10.0,7.543802867501509
בית אל,33,3,5,1,2015,63.6,99.8,46.0,1.0,10.0,90.0,14.0,7.0,27.0,10.0,7.331714969726466
בית אל,33,3,4,1,2016,63.8,99.8,53.0,1.0,10.0,92.0,17.0,10.0,26.0,10.0,7.418180822726788
בית אל,33,3,4,1,2017,63.8,99.8,54.0,1.0,9.0,84.0,13.0,11.0,27.0,9.0,7.756195343948118
בית אל,33,3,4,1,2018,63.8,99.8,55.0,1.0,10.0,92.0,21.0,13.0,27.0,8.0,7.658227526161352
בית אל,33,3,4,1,2019,63.8,99.8,56.0,1.0,9.0,80.0,14.0,15.0,28.0,8.0,7.6708948313621175
בית אל,33,3,4,1,2020,63.8,99.8,57.0,1.0,10.0,85.0,24.0,19.0,26.0,9.0,7.4360278163518485
בית אריה,34,7,6,1,2014,20.4,97.7,29.0,0.0,5.0,,,,32.0,12.0,8.204124932574041
בית אריה,34,7,6,1,2015,20.4,97.2,22.0,0.0,6.0,,,,34.0,11.0,8.35983738064003
בית אריה,34,7,6,1,2016,19.8,97.1,28.0,0.0,7.0,,,,30.0,11.0,8.079927770758275
בית אריה,34,7,6,1,2017,19.8,97.1,32.0,0.0,6.0,,,,30.0,11.0,8.382289428951436
בית אריה,34,7,6,1,2018,19.8,97.0,38.0,0.0,5.0,,,,29.0,11.0,8.714239143608575
בית אריה,34,7,6,1,2019,19.8,96.5,38.0,0.0,6.0,,,,26.0,11.0,8.551014739891748
בית אריה,34,7,6,1,2020,19.8,96.0,36.0,0.0,6.0,,,,25.0,11.0,8.481566013773087
בית ג'ן,35,2,4,0,2014,126.8,0.0,17.0,0.0,3.0,100.0,9.0,12.0,29.0,12.0,5.950642552587727
בית ג'ן,35,3,4,0,2015,126.8,0.0,20.0,0.0,3.0,99.0,6.0,12.0,28.0,11.0,6.025865973825314
בית ג'ן,35,3,3,0,2016,127.2,0.0,26.0,0.0,4.0,100.0,7.0,13.0,28.0,11.0,6.329720905522696
בית ג'ן,35,3,3,0,2017,127.2,0.0,28.0,0.0,3.0,99.0,13.0,16.0,27.0,11.0,6.450470422144176
בית ג'ן,35,3,3,0,2018,127.2,0.0,43.0,0.0,3.0,100.0,8.0,14.0,26.0,11.0,6.833031732786201
בית ג'ן,35,4,3,0,2019,127.2,0.0,46.0,0.0,3.0,98.0,13.0,22.0,26.0,11.0,6.75110146893676
בית ג'ן,35,4,3,0,2020,127.2,0.0,48.0,0.0,2.0,98.0,6.0,13.0,26.0,11.0,6.974478911025045
בית דגן,36,7,8,1,2014,2.4,98.6,35.0,0.0,2.0,,,,30.0,13.0,8.348774539791274
בית דגן,36,7,8,1,2015,2.4,98.6,37.0,0.0,3.0,,,,29.0,12.0,8.47595444339964
בית דגן,36,7,8,1,2016,2.3,98.6,34.0,0.0,4.0,,,,29.0,12.0,8.406038142050075
בית דגן,36,7,8,1,2017,2.3,98.4,40.0,0.0,4.0,,,,29.0,12.0,8.653645314551737
בית דגן,36,7,8,1,2018,2.3,98.3,39.0,0.0,3.0,,,,30.0,14.0,8.830689198760998
בית דגן,36,7,8,1,2019,2.3,98.0,40.0,0.0,4.0,,,,29.0,13.0,8.797699580118923
בית דגן,36,7,8,1,2020,2.3,98.0,39.0,0.0,4.0,,,,29.0,12.0,8.73681053295389
בית שאן,37,4,4,1,2014,99.4,97.5,40.0,0.0,6.0,61.0,4.0,7.0,22.0,8.0,7.820037989458753
בית שאן,37,4,4,1,2015,99.4,97.4,43.0,0.0,7.0,56.0,0.0,9.0,23.0,8.0,7.769378609513984
בית שאן,37,4,3,1,2016,97.9,97.4,42.0,0.0,6.0,58.0,2.0,10.0,23.0,8.0,7.745002803515839
בית שאן,37,5,3,1,2017,97.9,97.4,43.0,0.0,7.0,63.0,4.0,17.0,24.0,9.0,8.044947049617722
בית שאן,37,5,3,1,2018,97.9,97.4,44.0,0.0,8.0,73.0,5.0,17.0,25.0,8.0,7.972810784121404
בית שאן,37,4,3,1,2019,97.9,97.4,47.0,1.0,8.0,74.0,2.0,10.0,26.0,9.0,8.138564737261632
בית שאן,37,4,3,1,2020,97.9,98.2,46.0,1.0,7.0,80.0,9.0,18.0,26.0,9.0,8.149601735736155
בית שמש,38,3,6,1,2014,39.4,97.8,26.0,8.0,5.0,51.0,5.0,5.0,24.0,16.0,7.4489161025442
בית שמש,38,2,6,1,2015,39.4,97.9,27.0,7.0,6.0,50.0,5.0,8.0,24.0,16.0,7.465655310134056
בית שמש,38,2,5,1,2016,41.9,98.1,27.0,7.0,6.0,46.0,5.0,7.0,25.0,16.0,7.261927092702751
בית שמש,38,2,5,1,2017,41.9,98.1,28.0,6.0,6.0,53.0,9.0,11.0,25.0,16.0,7.45298232946546
בית שמש,38,2,5,1,2018,41.9,98.2,27.0,6.0,7.0,54.0,7.0,11.0,25.0,14.0,7.636752112435779
בית שמש,38,2,5,1,2019,41.9,98.3,28.0,5.0,7.0,51.0,8.0,10.0,24.0,14.0,7.598399329323964
בית שמש,38,2,5,1,2020,41.9,98.5,29.0,6.0,7.0,51.0,7.0,10.0,24.0,14.0,7.713784616598755
ביתר עילית,39,1,6,1,2014,58.3,100.0,8.0,1.0,4.0,6.0,0.0,0.0,24.0,33.0,5.8998973535824915
ביתר עילית,39,1,6,1,2015,58.3,100.0,8.0,1.0,4.0,15.0,0.0,0.0,24.0,32.0,5.905361848054571
ביתר עילית,39,1,5,1,2016,58.5,100.0,8.0,1.0,4.0,14.0,0.0,0.0,24.0,28.0,6.263398262591624
ביתר עילית,39,1,5,1,2017,58.5,100.0,9.0,1.0,5.0,14.0,0.0,0.0,24.0,33.0,6.1092475827643655
ביתר עילית,39,1,5,1,2018,58.5,100.0,12.0,1.0,4.0,16.0,1.0,0.0,24.0,16.0,6.432940092739179
ביתר עילית,39,1,5,1,2019,58.5,100.0,13.0,1.0,4.0,14.0,1.0,1.0,25.0,17.0,6.799055862058796
ביתר עילית,39,1,5,1,2020,58.5,100.0,14.0,1.0,4.0,14.0,1.0,0.0,25.0,17.0,6.47543271670409
בני ברק,40,3,10,1,2014,0.0,99.1,18.0,1.0,4.0,11.0,2.0,3.0,27.0,25.0,7.067319848653476
בני ברק,40,2,10,1,2015,0.0,99.2,19.0,1.0,4.0,11.0,2.0,3.0,27.0,27.0,7.110696122978827
בני ברק,40,2,10,1,2016,0.0,99.2,19.0,1.0,4.0,11.0,2.0,2.0,27.0,27.0,7.160069207596127
בני ברק,40,2,10,1,2017,0.0,99.3,19.0,1.0,5.0,10.0,2.0,2.0,27.0,27.0,7.202661196523238
בני ברק,40,2,10,1,2018,0.0,99.3,18.0,1.0,5.0,10.0,2.0,3.0,27.0,26.0,7.3098814858247865
בני ברק,40,2,10,1,2019,0.0,99.3,18.0,1.0,5.0,9.0,1.0,2.0,27.0,26.0,7.404887575616125
בני ברק,40,2,10,1,2020,0.0,99.4,18.0,1.0,5.0,8.0,2.0,2.0,27.0,26.0,7.301147805856032
"בני עי""ש",41,5,7,1,2014,25.2,81.0,41.0,5.0,4.0,,,,27.0,12.0,8.460622839927844
"בני עי""ש",41,5,7,1,2015,25.2,80.8,56.0,4.0,5.0,,,,27.0,12.0,8.593969030218288
"בני עי""ש",41,5,6,1,2016,27.2,80.5,77.0,3.0,4.0,,,,28.0,12.0,8.653121708640482
"בני עי""ש",41,5,6,1,2017,27.2,80.5,61.0,2.0,4.0,,,,27.0,11.0,8.766394277049736
"בני עי""ש",41,5,6,1,2018,27.2,80.4,47.0,1.0,4.0,,,,27.0,12.0,8.913684824725294
"בני עי""ש",41,5,6,1,2019,27.2,80.3,49.0,1.0,4.0,,,,26.0,11.0,8.878776071707552
"בני עי""ש",41,5,6,1,2020,27.2,80.9,54.0,1.0,4.0,,,,25.0,10.0,9.036463061964891
בני שמעון,42,7,5,1,2014,68.6,98.0,42.0,3.0,3.0,62.0,3.0,5.0,27.0,11.0,7.968665700466235
בני שמעון,42,7,5,1,2015,68.6,98.0,44.0,3.0,4.0,78.0,4.0,11.0,27.0,10.0,7.997326822998097
בני שמעון,42,7,3,1,2016,,97.8,44.0,2.0,4.0,81.0,8.0,14.0,27.0,11.0,7.404279118037268
בני שמעון,42,7,3,1,2017,,98.0,45.0,1.0,4.0,77.0,6.0,13.0,27.0,10.0,7.538494999413465
בני שמעון,42,7,3,1,2018,,98.2,48.0,0.0,5.0,83.0,8.0,22.0,28.0,11.0,7.335633981927201
בני שמעון,42,7,3,1,2019,,98.2,47.0,0.0,5.0,82.0,10.0,22.0,28.0,11.0,7.450079569807499
בני שמעון,42,7,3,1,2020,,98.4,47.0,0.0,5.0,87.0,14.0,24.0,27.0,11.0,6.0014148779611505
בנימינה-גבעת עדה*,43,8,6,1,2014,44.1,96.9,38.0,1.0,4.0,88.0,11.0,19.0,30.0,11.0,7.51479976048867
בנימינה-גבעת עדה*,43,8,6,1,2015,44.1,96.9,41.0,1.0,4.0,88.0,13.0,21.0,31.0,11.0,7.4645098346365275
בנימינה-גבעת עדה*,43,8,5,1,2016,44.6,96.6,42.0,1.0,4.0,90.0,11.0,23.0,30.0,11.0,7.477604243197589
בנימינה-גבעת עדה*,43,8,5,1,2017,44.6,96.4,41.0,1.0,4.0,91.0,14.0,32.0,29.0,11.0,7.704361167910313
בנימינה-גבעת עדה*,43,8,5,1,2018,44.6,96.5,45.0,1.0,4.0,83.0,15.0,29.0,29.0,12.0,7.495541943884256
בנימינה-גבעת עדה*,43,9,5,1,2019,44.6,96.4,48.0,1.0,5.0,88.0,15.0,31.0,28.0,11.0,7.698029170272805
בנימינה-גבעת עדה*,43,9,5,1,2020,44.6,96.5,51.0,2.0,5.0,90.0,11.0,28.0,28.0,12.0,7.389563953677635
"בסמ""ה",44,2,6,0,2014,53.2,0.0,22.0,0.0,3.0,59.0,1.0,0.0,27.0,13.0,6.7226297948554485
"בסמ""ה",44,2,6,0,2015,53.2,0.0,23.0,0.0,4.0,59.0,4.0,5.0,27.0,13.0,7.1592919047975645
"בסמ""ה",44,2,5,0,2016,61.4,0.0,24.0,0.0,4.0,57.0,1.0,1.0,27.0,12.0,6.88653164253051
"בסמ""ה",44,2,5,0,2017,61.4,0.0,27.0,0.0,4.0,63.0,2.0,1.0,26.0,11.0,7.162397497355718
"בסמ""ה",44,2,5,0,2018,61.4,0.0,30.0,0.0,4.0,55.0,2.0,2.0,26.0,11.0,7.1252830915107115
"בסמ""ה",44,2,5,0,2019,61.4,0.0,32.0,0.0,4.0,56.0,4.0,4.0,26.0,10.0,7.233455418621439
"בסמ""ה",44,2,5,0,2020,61.4,0.0,35.0,0.0,5.0,63.0,1.0,2.0,26.0,11.0,7.257002707092073
בסמת טבעון,45,2,5,0,2014,79.5,0.0,23.0,0.0,6.0,40.0,1.0,7.0,26.0,12.0,6.113682179832232
בסמת טבעון,45,2,5,0,2015,79.5,0.0,24.0,0.0,5.0,42.0,0.0,8.0,25.0,11.0,6.26530121273771
בסמת טבעון,45,2,4,0,2016,79.7,0.0,26.0,0.0,4.0,46.0,1.0,6.0,24.0,11.0,7.382746449738912
בסמת טבעון,45,2,4,0,2017,79.7,0.0,30.0,0.0,3.0,52.0,0.0,9.0,23.0,10.0,7.643003635560718
בסמת טבעון,45,2,4,0,2018,79.7,0.0,32.0,0.0,3.0,61.0,0.0,6.0,24.0,10.0,7.43543801981455
בסמת טבעון,45,3,4,0,2019,79.7,0.0,41.0,0.0,3.0,61.0,1.0,5.0,23.0,10.0,7.7102051944325325
בסמת טבעון,45,3,4,0,2020,79.7,0.0,45.0,0.0,3.0,61.0,2.0,1.0,22.0,10.0,7.643961949002529
בענה,46,2,4,0,2014,,0.0,31.0,0.0,4.0,85.0,10.0,14.0,26.0,10.0,6.92951677076365
בענה,46,2,4,0,2015,,0.0,33.0,0.0,5.0,67.0,9.0,13.0,25.0,10.0,6.860663671448287
בענה,46,2,4,0,2016,111.6,0.0,35.0,0.0,5.0,77.0,10.0,8.0,26.0,10.0,7.104144092987527
בענה,46,2,4,0,2017,111.6,0.0,36.0,0.0,6.0,80.0,8.0,12.0,24.0,10.0,7.077498053569231
בענה,46,2,4,0,2018,111.6,0.0,40.0,0.0,6.0,76.0,15.0,19.0,25.0,10.0,7.113956109566034
בענה,46,2,4,0,2019,111.6,0.0,43.0,0.0,6.0,77.0,14.0,22.0,24.0,10.0,7.325807502595773
בענה,46,2,4,0,2020,111.6,0.0,48.0,0.0,4.0,72.0,13.0,17.0,23.0,9.0,6.829793737512425
ברנר,47,8,7,1,2014,15.5,98.4,42.0,1.0,5.0,87.0,13.0,16.0,30.0,12.0,7.6708948313621175
ברנר,47,8,7,1,2015,15.5,98.2,42.0,1.0,4.0,89.0,9.0,19.0,31.0,11.0,7.650168700845001
ברנר,47,8,7,1,2016,,98.1,44.0,1.0,4.0,85.0,12.0,16.0,30.0,11.0,7.650644551436897
ברנר,47,8,7,1,2017,,98.3,46.0,1.0,4.0,88.0,12.0,18.0,30.0,12.0,7.4342573821331355
ברנר,47,8,7,1,2018,,98.3,45.0,1.0,4.0,92.0,2.0,23.0,31.0,11.0,7.404887575616125
ברנר,47,9,7,1,2019,,98.3,48.0,1.0,4.0,85.0,18.0,31.0,30.0,11.0,7.641084249174914
ברנר,47,9,7,1,2020,,98.2,51.0,1.0,3.0,91.0,14.0,29.0,29.0,11.0,7.613324979540639
בת ים,48,5,9,1,2014,0.0,82.8,32.0,5.0,5.0,82.0,3.0,9.0,27.0,10.0,7.8961806086154915
בת ים,48,5,9,1,2015,0.0,82.0,35.0,5.0,5.0,86.0,6.0,9.0,27.0,11.0,7.949091499830517
בת ים,48,5,9,1,2016,0.0,81.2,35.0,5.0,5.0,86.0,5.0,10.0,27.0,10.0,8.022896869601457
בת ים,48,5,9,1,2017,0.0,80.3,38.0,5.0,6.0,89.0,5.0,11.0,26.0,10.0,8.077136638538454
בת ים,48,5,9,1,2018,0.0,79.4,39.0,4.0,7.0,87.0,5.0,13.0,26.0,10.0,8.096512917501594
בת ים,48,5,9,1,2019,0.0,78.5,39.0,5.0,7.0,86.0,3.0,15.0,26.0,10.0,8.146998697389993
בת ים,48,5,9,1,2020,0.0,78.5,40.0,5.0,8.0,87.0,7.0,16.0,25.0,10.0,8.062747901086354
ג'דיידה-מכר,49,2,4,0,2014,105.2,0.0,23.0,0.0,5.0,71.0,9.0,7.0,27.0,11.0,6.253828811575473
ג'דיידה-מכר,49,2,4,0,2015,105.2,0.0,23.0,0.0,5.0,66.0,9.0,10.0,26.0,11.0,6.727431724850855
ג'דיידה-מכר,49,2,4,0,2016,101.4,0.0,26.0,0.0,4.0,69.0,8.0,7.0,26.0,10.0,6.658011045870748
ג'דיידה-מכר,49,2,4,0,2017,101.4,0.0,30.0,0.0,5.0,58.0,6.0,10.0,25.0,10.0,6.459904454377535
ג'דיידה-מכר,49,2,4,0,2018,101.4,0.0,33.0,0.0,4.0,63.0,7.0,12.0,25.0,10.0,5.981414211254481
ג'דיידה-מכר,49,3,4,0,2019,101.4,0.0,38.0,0.0,4.0,62.0,6.0,9.0,24.0,10.0,6.905753276311464
ג'דיידה-מכר,49,3,4,0,2020,101.4,0.0,42.0,0.0,4.0,74.0,8.0,10.0,24.0,10.0,6.220590170099739
ג'ולס,50,3,4,0,2014,107.7,0.0,26.0,0.0,2.0,79.0,3.0,9.0,26.0,11.0,0.0
ג'ולס,50,4,4,0,2015,107.7,0.0,27.0,0.0,2.0,69.0,6.0,15.0,25.0,11.0,5.8289456176102075
ג'ולס,50,4,4,0,2016,106.0,0.0,32.0,0.0,2.0,51.0,4.0,12.0,25.0,11.0,7.195187320178709
ג'ולס,50,4,4,0,2017,106.0,0.0,34.0,0.0,3.0,61.0,4.0,10.0,25.0,10.0,7.205635176410364
ג'ולס,50,4,4,0,2018,106.0,0.0,42.0,0.0,3.0,73.0,7.0,9.0,25.0,10.0,7.2682230211595655
ג'ולס,50,4,4,0,2019,106.0,0.0,49.0,0.0,4.0,75.0,6.0,15.0,24.0,10.0,7.360739903058278
ג'ולס,50,4,4,0,2020,106.0,0.0,50.0,0.0,3.0,91.0,2.0,10.0,25.0,9.0,7.457609289715606
ג'לג'וליה,51,2,7,0,2014,11.4,0.0,22.0,0.0,6.0,71.0,5.0,8.0,26.0,10.0,6.80903930604298
ג'לג'וליה,51,2,7,0,2015,11.4,0.0,21.0,0.0,6.0,77.0,6.0,9.0,27.0,10.0,6.846943139585379
ג'לג'וליה,51,2,7,0,2016,11.5,0.0,26.0,0.0,7.0,87.0,6.0,8.0,26.0,11.0,7.267525427828172
ג'לג'וליה,51,2,7,0,2017,11.5,0.0,29.0,0.0,7.0,88.0,8.0,12.0,26.0,10.0,7.164720378771857
ג'לג'וליה,51,2,7,0,2018,11.5,0.0,34.0,0.0,7.0,74.0,9.0,8.0,27.0,10.0,7.095064377287131
ג'לג'וליה,51,3,7,0,2019,11.5,0.0,35.0,0.0,7.0,63.0,2.0,17.0,27.0,10.0,7.484930283289661
ג'לג'וליה,51,3,7,0,2020,11.5,0.0,39.0,0.0,9.0,66.0,5.0,5.0,26.0,9.0,7.738923757439457
ג'סר א-זרקא,52,1,6,0,2014,42.2,0.0,21.0,0.0,7.0,29.0,0.0,0.0,28.0,11.0,5.62040086571715
ג'סר א-זרקא,52,2,6,0,2015,42.2,0.0,21.0,0.0,7.0,18.0,0.0,0.0,30.0,11.0,6.8308742346461795
ג'סר א-זרקא,52,2,5,0,2016,42.4,0.0,24.0,0.0,7.0,25.0,0.0,0.0,28.0,11.0,5.823045895483019
ג'סר א-זרקא,52,2,5,0,2017,42.4,0.0,26.0,0.0,7.0,42.0,0.0,1.0,27.0,10.0,7.022868086082641
ג'סר א-זרקא,52,2,5,0,2018,42.4,0.0,28.0,0.0,7.0,43.0,0.0,1.0,27.0,10.0,6.46302945692067
ג'סר א-זרקא,52,2,5,0,2019,42.4,0.0,34.0,0.0,7.0,32.0,0.0,1.0,27.0,9.0,6.963189985870238
ג'סר א-זרקא,52,2,5,0,2020,42.4,0.0,37.0,0.0,6.0,42.0,0.0,2.0,27.0,9.0,0.0
ג'ש (גוש חלב),53,5,3,0,2014,137.4,0.0,28.0,0.0,0.0,60.0,16.0,21.0,25.0,10.0,7.366445148327599
ג'ש (גוש חלב),53,6,3,0,2015,137.4,0.0,32.0,0.0,1.0,50.0,15.0,0.0,25.0,10.0,7.212294468500341
ג'ש (גוש חלב),53,6,3,0,2016,135.5,0.0,33.0,0.0,1.0,63.0,23.0,28.0,25.0,10.0,7.564238475170491
ג'ש (גוש חלב),53,6,3,0,2017,135.5,0.0,33.0,0.0,1.0,54.0,22.0,27.0,24.0,10.0,7.589335823170617
ג'ש (גוש חלב),53,6,3,0,2018,135.5,0.0,33.0,0.0,1.0,78.0,31.0,29.0,24.0,10.0,7.7057128238944275
ג'ש (גוש חלב),53,6,3,0,2019,135.5,0.0,37.0,0.0,1.0,75.0,28.0,25.0,24.0,9.0,7.708859601047175
ג'ש (גוש חלב),53,6,3,0,2020,135.5,0.0,40.0,0.0,1.0,84.0,19.0,23.0,24.0,9.0,7.566828479208331
ג'ת,54,3,5,0,2014,,0.0,20.0,0.0,2.0,,,,30.0,14.0,6.950814768442584
ג'ת,54,4,5,0,2015,,0.0,21.0,0.0,2.0,,,,30.0,14.0,7.2305631534092925
ג'ת,54,4,5,0,2016,36.6,0.0,23.0,0.0,2.0,72.0,8.0,11.0,29.0,14.0,7.351799869057777
ג'ת,54,4,5,0,2017,36.6,0.0,34.0,0.0,2.0,79.0,13.0,19.0,29.0,13.0,7.4570320891223805
ג'ת,54,4,5,0,2018,36.6,0.0,38.0,0.0,2.0,77.0,18.0,21.0,29.0,13.0,7.333023014386481
ג'ת,54,4,5,0,2019,36.6,0.0,41.0,0.0,2.0,71.0,22.0,19.0,30.0,13.0,7.064759027791802
ג'ת,54,4,5,0,2020,36.6,0.0,46.0,0.0,2.0,80.0,16.0,17.0,29.0,13.0,6.736966958001855
גבעת זאב,55,5,6,1,2014,41.5,98.9,36.0,5.0,4.0,,,,24.0,11.0,8.273591798199632
גבעת זאב,55,6,6,1,2015,41.5,98.9,41.0,4.0,4.0,,,,24.0,12.0,8.498825534058053
גבעת זאב,55,6,5,1,2016,42.8,99.0,45.0,4.0,4.0,,,,27.0,14.0,8.418697944667139
גבעת זאב,55,5,5,1,2017,42.8,98.9,43.0,5.0,5.0,,,,27.0,13.0,8.202756381655638
גבעת זאב,55,5,5,1,2018,42.8,99.1,48.0,3.0,7.0,0.0,0.0,0.0,26.0,15.0,8.381831553485561
גבעת זאב,55,5,5,1,2019,42.8,99.0,50.0,2.0,7.0,0.0,0.0,0.0,26.0,15.0,8.420462002456466
גבעת זאב,55,5,5,1,2020,42.8,99.2,48.0,5.0,7.0,0.0,0.0,0.0,26.0,15.0,8.000349495324684
גבעת שמואל,56,8,9,1,2014,0.5,98.7,31.0,1.0,2.0,96.0,17.0,22.0,31.0,11.0,8.005033344637111
גבעת שמואל,56,8,9,1,2015,0.5,98.6,33.0,1.0,2.0,93.0,18.0,34.0,31.0,11.0,8.00202481821611
גבעת שמואל,56,8,10,1,2016,0.6,98.7,35.0,2.0,2.0,94.0,18.0,30.0,30.0,11.0,8.21932609390609
גבעת שמואל,56,8,10,1,2017,0.6,98.7,34.0,3.0,2.0,94.0,27.0,37.0,30.0,11.0,8.286521373681236
גבעת שמואל,56,8,10,1,2018,0.6,98.6,36.0,3.0,3.0,97.0,32.0,41.0,30.0,11.0,8.245384468120747
גבעת שמואל,56,8,10,1,2019,0.6,98.5,39.0,3.0,3.0,96.0,40.0,42.0,30.0,11.0,8.17948018535889
גבעת שמואל,56,8,10,1,2020,0.6,98.7,43.0,3.0,3.0,99.0,45.0,44.0,29.0,12.0,7.798933310041217
גבעתיים,57,8,10,1,2014,0.0,97.0,40.0,1.0,6.0,95.0,16.0,19.0,30.0,12.0,8.007034012193408
גבעתיים,57,8,10,1,2015,0.0,97.0,41.0,1.0,6.0,94.0,16.0,20.0,30.0,12.0,8.257904193465674
גבעתיים,57,8,10,1,2016,0.0,97.0,43.0,1.0,6.0,95.0,22.0,24.0,31.0,11.0,8.221478947267192
גבעתיים,57,8,10,1,2017,0.0,96.8,45.0,1.0,5.0,98.0,18.0,30.0,30.0,11.0,8.21716859576607
גבעתיים,57,8,10,1,2018,0.0,96.7,47.0,1.0,5.0,98.0,21.0,34.0,30.0,12.0,8.392763113038061
גבעתיים,57,9,10,1,2019,0.0,96.6,47.0,1.0,5.0,98.0,25.0,31.0,30.0,12.0,8.430327258394575
גבעתיים,57,9,10,1,2020,0.0,96.6,51.0,1.0,5.0,99.0,33.0,28.0,30.0,12.0,8.323608442343572
גדרה,58,6,7,1,2014,22.1,97.7,36.0,1.0,5.0,90.0,13.0,13.0,30.0,10.0,7.4067107301776405
גדרה,58,7,7,1,2015,22.1,97.7,38.0,1.0,5.0,92.0,16.0,11.0,31.0,11.0,7.577121930876679
גדרה,58,7,6,1,2016,23.3,97.6,40.0,0.0,5.0,94.0,12.0,15.0,31.0,11.0,7.538494999413465
גדרה,58,7,6,1,2017,23.3,97.6,39.0,0.0,5.0,97.0,16.0,23.0,30.0,11.0,7.5411524551363085
גדרה,58,7,6,1,2018,23.3,97.5,43.0,0.0,5.0,96.0,18.0,26.0,29.0,11.0,7.690743163541872
גדרה,58,7,6,1,2019,23.3,97.5,45.0,0.0,6.0,91.0,17.0,23.0,28.0,11.0,7.6324011266014535
גדרה,58,7,6,1,2020,23.3,97.7,49.0,1.0,6.0,97.0,19.0,22.0,27.0,11.0,7.584773077612199
גדרות,59,8,7,1,2014,21.6,99.1,38.0,3.0,2.0,,,,31.0,13.0,7.724446645633537
גדרות,59,9,7,1,2015,21.6,98.9,39.0,2.0,3.0,,,,32.0,14.0,7.984121958702927
גדרות,59,9,6,1,2016,,99.0,43.0,2.0,4.0,,,,31.0,14.0,7.975908360165538
גדרות,59,9,6,1,2017,,99.0,47.0,1.0,3.0,,,,30.0,14.0,7.892078421248119
גדרות,59,9,6,1,2018,,98.9,50.0,1.0,4.0,,,,31.0,15.0,8.150467911624004
גדרות,59,9,6,1,2019,,98.8,53.0,1.0,4.0,,,,31.0,15.0,7.899524472032198
גדרות,59,9,6,1,2020,,99.0,58.0,1.0,5.0,,,,30.0,15.0,8.40200678160712
גולן,60,6,3,1,2014,154.0,97.7,26.0,5.0,5.0,65.0,2.0,6.0,26.0,7.0,8.143226750367445
גולן,60,6,3,1,2015,154.0,97.7,27.0,4.0,5.0,67.0,2.0,10.0,25.0,8.0,8.17244681834278
גולן,60,6,2,1,2016,,97.5,29.0,4.0,6.0,73.0,6.0,10.0,25.0,8.0,8.261526448396468
גולן,60,6,2,1,2017,,97.5,32.0,4.0,6.0,73.0,2.0,12.0,26.0,8.0,8.229511118964457
גולן,60,6,2,1,2018,,97.4,32.0,3.0,6.0,78.0,4.0,14.0,26.0,8.0,8.214465160759186
גולן,60,6,2,1,2019,,97.3,33.0,3.0,7.0,76.0,1.0,13.0,26.0,8.0,8.266421472984554
גולן,60,6,2,1,2020,,97.1,35.0,2.0,6.0,77.0,11.0,14.0,26.0,8.0,8.142063283104147
גוש עציון,61,5,5,1,2014,64.1,99.1,32.0,3.0,10.0,93.0,25.0,14.0,28.0,7.0,7.808729306744399
גוש עציון,61,5,5,1,2015,64.1,99.1,33.0,3.0,11.0,96.0,26.0,12.0,28.0,8.0,7.762596048540069
גוש עציון,61,5,4,1,2016,,99.0,34.0,3.0,13.0,94.0,21.0,18.0,26.0,8.0,7.533693709848633
גוש עציון,61,5,4,1,2017,,98.9,35.0,2.0,10.0,97.0,28.0,21.0,27.0,8.0,7.740229524763182
גוש עציון,61,5,4,1,2018,,99.0,39.0,2.0,10.0,100.0,29.0,34.0,27.0,8.0,7.727094484779841
גוש עציון,61,6,4,1,2019,,98.9,39.0,2.0,10.0,96.0,35.0,33.0,27.0,7.0,7.614805364711073
גוש עציון,61,6,4,1,2020,,99.2,42.0,3.0,10.0,98.0,47.0,36.0,26.0,8.0,0.0
גזר,62,7,7,1,2014,17.9,99.1,39.0,2.0,5.0,90.0,9.0,10.0,31.0,11.0,8.036573409707312
גזר,62,8,7,1,2015,17.9,99.1,39.0,2.0,8.0,91.0,11.0,12.0,30.0,11.0,8.135639903354386
גזר,62,8,7,1,2016,,99.1,41.0,2.0,5.0,94.0,14.0,19.0,30.0,11.0,8.099857910737585
גזר,62,8,7,1,2017,,99.0,44.0,3.0,6.0,92.0,16.0,21.0,29.0,11.0,8.137103389639302
