RASHUT,ID,SES,PERIPH,JEWISH,YEAR,DIST_FROM_TLV,JEWS_PERCENT,Teachers-skills,immigrant,Special-Education,Matriculation-eligibility,Excellent-matriculation-eligibility,Math,Class-size,Teacher-student-ratio,ALLOCATION_LOG
גזר,62,8,7,1,2018,,99.0,48.0,2.0,6.0,90.0,20.0,26.0,29.0,11.0,8.120291313968561
גזר,62,8,7,1,2019,,98.8,49.0,2.0,7.0,91.0,13.0,23.0,29.0,11.0,8.159660737063376
גזר,62,8,7,1,2020,,98.8,49.0,2.0,8.0,91.0,18.0,25.0,29.0,10.0,8.14177220465645
גן יבנה,63,6,6,1,2014,30.0,97.0,34.0,2.0,5.0,85.0,6.0,19.0,31.0,12.0,7.631431664576906
גן יבנה,63,7,6,1,2015,30.0,96.9,38.0,1.0,5.0,84.0,9.0,19.0,32.0,12.0,7.596894438144544
גן יבנה,63,7,6,1,2016,30.5,96.7,39.0,1.0,4.0,86.0,8.0,20.0,31.0,12.0,7.5953872788539725
גן יבנה,63,7,6,1,2017,30.5,96.6,39.0,1.0,4.0,84.0,9.0,17.0,30.0,12.0,7.711996507047669
גן יבנה,63,7,6,1,2018,30.5,96.5,44.0,1.0,4.0,88.0,6.0,20.0,29.0,12.0,7.781138509845015
גן יבנה,63,7,6,1,2019,30.5,96.4,45.0,1.0,5.0,89.0,11.0,23.0,29.0,12.0,7.837948916025283
גן יבנה,63,7,6,1,2020,30.5,96.8,48.0,1.0,6.0,87.0,10.0,21.0,27.0,13.0,7.784473235736469
גן רווה,64,8,8,1,2014,8.3,98.4,40.0,1.0,11.0,38.0,0.0,0.0,31.0,11.0,8.19891444498699
גן רווה,64,8,8,1,2015,8.3,98.2,40.0,2.0,12.0,45.0,0.0,0.0,31.0,12.0,8.18004072349016
גן רווה,64,8,7,1,2016,,98.1,43.0,2.0,11.0,39.0,0.0,0.0,33.0,11.0,8.297543529356284
גן רווה,64,8,7,1,2017,,98.1,44.0,3.0,11.0,67.0,0.0,0.0,31.0,11.0,8.034306936339489
גן רווה,64,8,7,1,2018,,97.8,45.0,5.0,11.0,60.0,0.0,0.0,30.0,12.0,8.196987927258897
גן רווה,64,9,7,1,2019,,97.8,45.0,6.0,11.0,82.0,2.0,0.0,30.0,11.0,8.391403185357937
גן רווה,64,9,7,1,2020,,97.8,44.0,6.0,11.0,77.0,4.0,4.0,30.0,11.0,8.23217423638394
גני תקווה,65,8,9,1,2014,1.4,98.6,40.0,1.0,1.0,,,,30.0,17.0,7.842278779117352
גני תקווה,65,8,9,1,2015,1.4,98.6,44.0,1.0,1.0,100.0,6.0,0.0,31.0,16.0,8.019941687677365
גני תקווה,65,8,9,1,2016,1.9,98.6,45.0,1.0,1.0,100.0,0.0,0.0,30.0,15.0,8.082093278178382
גני תקווה,65,8,9,1,2017,1.9,98.6,42.0,1.0,1.0,90.0,30.0,0.0,29.0,15.0,8.084254106307318
גני תקווה,65,8,9,1,2018,1.9,98.6,43.0,1.0,2.0,90.0,0.0,80.0,29.0,14.0,8.031710375322042
גני תקווה,65,9,9,1,2019,1.9,98.5,43.0,1.0,2.0,92.0,21.0,40.0,28.0,14.0,8.041734711487537
גני תקווה,65,9,9,1,2020,1.9,98.5,45.0,1.0,3.0,95.0,21.0,34.0,28.0,14.0,7.7501841622578365
דאלית אל-כרמל,66,3,4,0,2014,,0.0,28.0,0.0,6.0,70.0,1.0,5.0,28.0,10.0,7.133295954896068
דאלית אל-כרמל,66,4,4,0,2015,,0.0,32.0,0.0,6.0,54.0,5.0,6.0,28.0,10.0,7.602900462204755
דאלית אל-כרמל,66,4,4,0,2016,71.9,0.0,34.0,0.0,6.0,53.0,5.0,9.0,27.0,10.0,7.549082710812286
דאלית אל-כרמל,66,4,4,0,2017,71.9,0.0,37.0,0.0,6.0,73.0,1.0,7.0,26.0,10.0,7.932721027481948
דאלית אל-כרמל,66,4,4,0,2018,71.9,0.0,46.0,0.0,6.0,78.0,1.0,10.0,26.0,9.0,7.920446505142607
דאלית אל-כרמל,66,4,4,0,2019,71.9,0.0,50.0,0.0,6.0,82.0,1.0,10.0,26.0,10.0,7.970049304976135
דאלית אל-כרמל,66,4,4,0,2020,71.9,0.0,55.0,0.0,5.0,92.0,1.0,13.0,26.0,10.0,7.7102051944325325
דבורייה,67,2,4,0,2014,89.8,0.0,24.0,0.0,3.0,70.0,6.0,8.0,27.0,13.0,6.3784261836515865
דבורייה,67,3,4,0,2015,89.8,0.0,27.0,0.0,2.0,64.0,15.0,12.0,27.0,13.0,6.715383386334681
דבורייה,67,3,4,0,2016,88.6,0.0,30.0,0.0,2.0,61.0,15.0,12.0,27.0,12.0,7.1316985104669115
דבורייה,67,3,4,0,2017,88.6,0.0,35.0,0.0,2.0,67.0,12.0,15.0,26.0,12.0,7.183870715062453
דבורייה,67,3,4,0,2018,88.6,0.0,40.0,0.0,2.0,69.0,10.0,18.0,27.0,12.0,7.029087564149662
דבורייה,67,3,4,0,2019,88.6,0.0,46.0,0.0,2.0,64.0,11.0,15.0,26.0,12.0,7.00669522683704
דבורייה,67,3,4,0,2020,88.6,0.0,55.0,0.0,2.0,69.0,16.0,16.0,26.0,12.0,6.9650803456014065
דייר אל-אסד,68,2,4,0,2014,,0.0,22.0,0.0,3.0,81.0,10.0,12.0,28.0,13.0,6.322565239927284
דייר אל-אסד,68,3,4,0,2015,,0.0,25.0,0.0,3.0,89.0,6.0,11.0,28.0,13.0,6.804614520062624
דייר אל-אסד,68,3,4,0,2016,111.8,0.0,29.0,0.0,4.0,78.0,4.0,6.0,26.0,13.0,7.098375638590786
דייר אל-אסד,68,3,4,0,2017,111.8,0.0,32.0,0.0,4.0,84.0,14.0,13.0,27.0,12.0,6.739336627357174
דייר אל-אסד,68,3,4,0,2018,111.8,0.0,34.0,0.0,4.0,75.0,10.0,7.0,27.0,12.0,6.373319789577012
דייר אל-אסד,68,3,4,0,2019,111.8,0.0,36.0,0.0,4.0,68.0,17.0,13.0,26.0,12.0,7.016609683894219
דייר אל-אסד,68,3,4,0,2020,111.8,0.0,40.0,0.0,3.0,61.0,12.0,13.0,27.0,12.0,6.78105762593618
דייר חנא,69,3,4,0,2014,112.5,0.0,23.0,0.0,3.0,66.0,7.0,10.0,28.0,13.0,7.297091005160418
דייר חנא,69,3,4,0,2015,112.5,0.0,26.0,0.0,3.0,86.0,7.0,10.0,29.0,12.0,5.978885764901122
דייר חנא,69,3,3,0,2016,113.3,0.0,28.0,0.0,2.0,91.0,10.0,7.0,28.0,12.0,7.141245122350491
דייר חנא,69,3,3,0,2017,113.3,0.0,32.0,0.0,3.0,97.0,21.0,18.0,26.0,12.0,7.2640301428995295
דייר חנא,69,3,3,0,2018,113.3,0.0,37.0,0.0,3.0,93.0,16.0,18.0,25.0,12.0,7.252762418053187
דייר חנא,69,3,3,0,2019,113.3,0.0,42.0,0.0,3.0,91.0,7.0,15.0,25.0,12.0,7.664815785285735
דייר חנא,69,3,3,0,2020,113.3,0.0,45.0,0.0,2.0,93.0,15.0,14.0,26.0,11.0,7.3632795869630385
דימונה,70,4,3,1,2014,128.4,90.4,30.0,1.0,4.0,79.0,2.0,7.0,23.0,11.0,7.409136443920128
דימונה,70,4,3,1,2015,128.4,90.4,34.0,1.0,3.0,78.0,1.0,7.0,24.0,10.0,8.778941881841513
דימונה,70,4,3,1,2016,127.8,90.2,37.0,1.0,3.0,67.0,4.0,9.0,23.0,10.0,7.68662133494462
דימונה,70,4,3,1,2017,127.8,90.1,39.0,1.0,4.0,75.0,2.0,10.0,24.0,10.0,7.801800401908973
דימונה,70,4,3,1,2018,127.8,90.0,40.0,1.0,3.0,82.0,3.0,9.0,23.0,10.0,8.05579245097777
דימונה,70,4,3,1,2019,127.8,89.9,42.0,1.0,4.0,74.0,3.0,9.0,24.0,10.0,8.132706489693264
דימונה,70,4,3,1,2020,127.8,90.4,42.0,1.0,4.0,85.0,8.0,11.0,24.0,10.0,7.8713112033234065
דרום השרון,71,8,8,1,2014,6.9,98.4,35.0,1.0,4.0,94.0,12.0,20.0,30.0,11.0,7.980365765111246
דרום השרון,71,8,8,1,2015,6.9,98.4,39.0,1.0,6.0,94.0,14.0,22.0,31.0,12.0,7.97349996402463
דרום השרון,71,8,7,1,2016,,98.3,41.0,1.0,6.0,97.0,12.0,25.0,30.0,11.0,7.97728198675515
דרום השרון,71,8,7,1,2017,,98.2,42.0,1.0,7.0,97.0,17.0,30.0,30.0,11.0,8.032035314398824
דרום השרון,71,8,7,1,2018,,98.0,41.0,1.0,7.0,94.0,15.0,32.0,29.0,12.0,7.872073979866873
דרום השרון,71,9,7,1,2019,,97.9,45.0,1.0,7.0,92.0,19.0,29.0,28.0,12.0,7.9102237070973445
דרום השרון,71,9,7,1,2020,,98.2,47.0,1.0,8.0,94.0,16.0,34.0,27.0,12.0,7.820439515262181
הגלבוע,72,5,4,1,2014,86.3,59.3,27.0,1.0,7.0,73.0,9.0,10.0,28.0,11.0,7.798523053625206
הגלבוע,72,5,4,1,2015,86.3,59.3,29.0,1.0,7.0,81.0,10.0,13.0,28.0,11.0,7.781138509845015
הגלבוע,72,5,3,1,2016,,59.2,33.0,1.0,8.0,74.0,7.0,10.0,28.0,11.0,7.8632667240095735
הגלבוע,72,5,3,1,2017,,59.2,33.0,1.0,10.0,79.0,7.0,14.0,27.0,11.0,7.975908360165538
הגלבוע,72,5,3,1,2018,,59.4,35.0,1.0,9.0,76.0,5.0,14.0,27.0,11.0,8.019612794400267
הגלבוע,72,5,3,1,2019,,58.6,40.0,1.0,8.0,79.0,6.0,13.0,27.0,11.0,8.099554282376364
הגלבוע,72,5,3,1,2020,,94.3,42.0,1.0,7.0,83.0,8.0,11.0,27.0,11.0,7.823245690685523
הגליל העליון,73,6,3,1,2014,160.0,95.0,36.0,1.0,6.0,68.0,4.0,9.0,27.0,9.0,7.3901814282264295
הגליל העליון,73,6,3,1,2015,160.0,95.1,37.0,1.0,6.0,68.0,4.0,10.0,27.0,9.0,7.280008252884188
הגליל העליון,73,6,2,1,2016,,95.1,38.0,1.0,6.0,76.0,7.0,10.0,27.0,9.0,7.347943823148687
הגליל העליון,73,6,2,1,2017,,95.1,40.0,1.0,5.0,77.0,8.0,15.0,26.0,9.0,7.427738840532894
הגליל העליון,73,6,2,1,2018,,95.0,42.0,1.0,7.0,76.0,5.0,13.0,26.0,9.0,7.4067107301776405
הגליל העליון,73,7,2,1,2019,,95.0,45.0,1.0,7.0,76.0,8.0,14.0,26.0,9.0,7.475339236566737
הגליל העליון,73,7,2,1,2020,,95.1,43.0,1.0,6.0,83.0,8.0,17.0,27.0,9.0,7.15305163493748
הגליל התחתון,74,7,4,1,2014,94.3,98.1,43.0,8.0,5.0,75.0,8.0,12.0,27.0,10.0,7.511524648390866
הגליל התחתון,74,6,4,1,2015,94.3,97.9,43.0,7.0,7.0,78.0,9.0,13.0,28.0,10.0,7.520776415062797
הגליל התחתון,74,6,3,1,2016,,97.6,42.0,7.0,8.0,75.0,8.0,14.0,28.0,9.0,7.555381944240273
הגליל התחתון,74,7,3,1,2017,,97.4,42.0,7.0,9.0,83.0,8.0,16.0,28.0,9.0,7.7651449029361315
הגליל התחתון,74,7,3,1,2018,,97.3,41.0,7.0,9.0,84.0,10.0,15.0,29.0,9.0,7.842278779117352
הגליל התחתון,74,7,3,1,2019,,97.2,44.0,6.0,9.0,80.0,15.0,17.0,28.0,8.0,7.962763930168115
הגליל התחתון,74,7,3,1,2020,,97.5,43.0,7.0,8.0,85.0,12.0,19.0,27.0,9.0,7.854381210652365
הוד השרון,75,8,8,1,2014,5.9,98.1,37.0,2.0,3.0,82.0,12.0,15.0,32.0,11.0,8.246171559857563
הוד השרון,75,8,8,1,2015,5.9,98.0,40.0,2.0,4.0,86.0,18.0,21.0,31.0,11.0,8.19063168090354
הוד השרון,75,8,8,1,2016,5.2,98.0,43.0,2.0,4.0,85.0,17.0,21.0,31.0,11.0,8.27614021955846
הוד השרון,75,8,8,1,2017,5.2,97.9,44.0,3.0,4.0,86.0,17.0,27.0,30.0,11.0,8.293049139768444
הוד השרון,75,8,8,1,2018,5.2,97.8,45.0,3.0,5.0,92.0,15.0,28.0,30.0,11.0,8.387084506069217
הוד השרון,75,9,8,1,2019,5.2,97.7,47.0,2.0,5.0,90.0,17.0,29.0,30.0,11.0,8.425735580927402
הוד השרון,75,9,8,1,2020,5.2,97.8,49.0,3.0,5.0,93.0,26.0,33.0,28.0,11.0,8.348774539791274
הערבה התיכונה,76,7,2,1,2014,198.6,94.5,20.0,2.0,3.0,89.0,0.0,11.0,29.0,10.0,7.246368080102461
הערבה התיכונה,76,7,2,1,2015,198.6,94.4,26.0,1.0,3.0,91.0,0.0,9.0,28.0,10.0,7.644919344958857
הערבה התיכונה,76,7,2,1,2016,,94.0,28.0,1.0,3.0,84.0,3.0,16.0,30.0,10.0,7.113142108707088
הערבה התיכונה,76,7,2,1,2017,,94.0,28.0,1.0,3.0,88.0,6.0,16.0,27.0,10.0,6.8308742346461795
הערבה התיכונה,76,7,2,1,2018,,94.1,29.0,1.0,3.0,83.0,3.0,24.0,28.0,9.0,7.848153086199526
הערבה התיכונה,76,7,2,1,2019,,93.5,39.0,2.0,2.0,85.0,4.0,17.0,28.0,9.0,7.334981878871814
הערבה התיכונה,76,7,2,1,2020,,94.6,43.0,1.0,2.0,91.0,17.0,8.0,28.0,9.0,7.760893195851024
הר אדר,77,9,6,1,2014,45.4,98.3,34.0,3.0,1.0,,,,33.0,13.0,8.717027173294824
הר אדר,77,9,6,1,2015,48.2,97.9,33.0,3.0,0.0,,,,35.0,14.0,8.854950316500325
הר אדר,77,9,5,1,2016,44.3,98.5,41.0,2.0,0.0,,,,33.0,13.0,8.533066540572527
הר אדר,77,9,5,1,2017,44.3,97.8,44.0,2.0,1.0,,,,30.0,14.0,8.652073673610056
הר אדר,77,9,5,1,2018,44.3,97.8,44.0,2.0,3.0,,,,29.0,14.0,8.668711839055147
הר אדר,77,9,5,1,2019,44.3,97.4,39.0,1.0,2.0,,,,27.0,13.0,8.804625232612809
הר אדר,77,9,5,1,2020,44.3,97.4,58.0,2.0,4.0,,,,26.0,12.0,8.741136422901011
הר חברון,78,5,4,1,2014,100.2,99.7,30.0,1.0,8.0,56.0,2.0,6.0,29.0,8.0,8.3670677328386
הר חברון,78,4,4,1,2015,100.2,99.7,31.0,1.0,7.0,68.0,3.0,0.0,29.0,9.0,8.409385238781931
הר חברון,78,4,3,1,2016,,99.7,26.0,1.0,7.0,65.0,1.0,4.0,28.0,9.0,8.215006432761575
הר חברון,78,5,3,1,2017,,99.7,31.0,0.0,6.0,57.0,0.0,7.0,27.0,9.0,8.138856750696325
הר חברון,78,5,3,1,2018,,99.7,32.0,0.0,7.0,67.0,1.0,7.0,26.0,9.0,8.452334619067742
הר חברון,78,5,3,1,2019,,99.6,32.0,0.0,6.0,67.0,0.0,7.0,26.0,9.0,8.300528606199737
הר חברון,78,5,3,1,2020,,99.5,40.0,0.0,7.0,46.0,2.0,9.0,27.0,9.0,7.974188669286011
הרצלייה,79,8,8,1,2014,0.0,95.9,41.0,3.0,4.0,88.0,16.0,23.0,30.0,10.0,8.765458531504226
הרצלייה,79,8,8,1,2015,0.0,95.8,42.0,3.0,4.0,89.0,14.0,22.0,31.0,11.0,8.813735892300215
הרצלייה,79,8,8,1,2016,0.0,95.6,43.0,3.0,4.0,87.0,15.0,23.0,31.0,11.0,8.7937637591133
הרצלייה,79,8,8,1,2017,0.0,95.4,43.0,3.0,4.0,86.0,17.0,31.0,30.0,11.0,8.80056599227992
הרצלייה,79,8,8,1,2018,0.0,95.1,44.0,3.0,5.0,91.0,19.0,34.0,30.0,11.0,8.826000545482966
הרצלייה,79,8,8,1,2019,0.0,94.8,46.0,4.0,5.0,90.0,19.0,30.0,29.0,11.0,8.852521917335372
הרצלייה,79,8,8,1,2020,0.0,95.1,48.0,4.0,5.0,91.0,24.0,31.0,29.0,11.0,8.798605650854423
זבולון,80,6,5,1,2014,86.0,66.3,33.0,5.0,15.0,64.0,11.0,13.0,26.0,8.0,7.326465613840322
זבולון,80,6,5,1,2015,86.0,67.6,35.0,5.0,18.0,75.0,12.0,13.0,25.0,7.0,7.421775793644647
זבולון,80,6,5,1,2016,,67.2,38.0,4.0,18.0,74.0,11.0,13.0,25.0,7.0,7.553810852008231
זבולון,80,6,5,1,2017,,66.1,39.0,4.0,17.0,72.0,11.0,17.0,25.0,7.0,7.659642954564682
זבולון,80,6,5,1,2018,,65.9,39.0,4.0,20.0,77.0,11.0,18.0,26.0,7.0,7.68017564043659
זבולון,80,5,5,1,2019,,65.6,41.0,4.0,20.0,77.0,13.0,21.0,26.0,7.0,7.754481547470383
זבולון,80,5,5,1,2020,,95.8,43.0,7.0,20.0,77.0,14.0,17.0,26.0,7.0,7.317876198626496
זכרון יעקב,81,8,6,1,2014,48.2,96.5,31.0,5.0,4.0,86.0,12.0,17.0,27.0,11.0,7.60339933974067
זכרון יעקב,81,8,6,1,2015,48.2,96.5,33.0,4.0,5.0,82.0,10.0,13.0,28.0,11.0,7.663407664893479
זכרון יעקב,81,8,5,1,2016,48.3,96.3,36.0,4.0,5.0,79.0,10.0,18.0,28.0,11.0,7.635786861395585
זכרון יעקב,81,8,5,1,2017,48.3,96.3,40.0,3.0,8.0,87.0,17.0,29.0,28.0,11.0,7.746732907753622
זכרון יעקב,81,8,5,1,2018,48.3,96.2,41.0,3.0,7.0,88.0,16.0,33.0,27.0,11.0,7.542213463193403
זכרון יעקב,81,8,5,1,2019,48.3,96.2,43.0,3.0,9.0,92.0,19.0,33.0,27.0,11.0,7.59488438721652
זכרון יעקב,81,8,5,1,2020,48.3,96.3,45.0,4.0,9.0,94.0,32.0,38.0,26.0,11.0,7.475339236566737
זמר,82,3,6,0,2014,33.9,0.0,27.0,0.0,3.0,69.0,10.0,13.0,24.0,12.0,7.369600720526409
זמר,82,3,6,0,2015,33.9,0.0,31.0,0.0,3.0,66.0,8.0,14.0,24.0,12.0,7.299797366758161
זמר,82,3,5,0,2016,32.5,0.0,34.0,0.0,3.0,67.0,11.0,18.0,25.0,12.0,0.0
זמר,82,3,5,0,2017,32.5,0.0,41.0,0.0,3.0,75.0,12.0,13.0,24.0,12.0,7.102499355774649
זמר,82,3,5,0,2018,32.5,0.0,43.0,0.0,3.0,78.0,18.0,15.0,24.0,12.0,7.205635176410364
זמר,82,4,5,0,2019,32.5,0.0,42.0,0.0,4.0,69.0,17.0,18.0,25.0,12.0,7.904703913873747
זמר,82,4,5,0,2020,32.5,0.0,45.0,0.0,3.0,85.0,12.0,14.0,25.0,12.0,7.467942332285852
זרזיר,83,2,5,0,2014,82.0,0.0,21.0,0.0,2.0,33.0,1.0,3.0,25.0,12.0,7.090076835776092
זרזיר,83,2,5,0,2015,82.0,0.0,25.0,0.0,2.0,41.0,1.0,4.0,25.0,11.0,6.99117688712121
זרזיר,83,2,4,0,2016,83.6,0.0,28.0,0.0,3.0,57.0,0.0,4.0,25.0,11.0,6.99117688712121
זרזיר,83,2,4,0,2017,83.6,0.0,32.0,0.0,3.0,58.0,2.0,5.0,24.0,11.0,7.198183577101943
זרזיר,83,2,4,0,2018,83.6,0.0,31.0,0.0,3.0,61.0,2.0,4.0,24.0,11.0,7.064759027791802
זרזיר,83,2,4,0,2019,83.6,0.0,37.0,0.0,3.0,60.0,1.0,3.0,25.0,11.0,7.4770384723196965
זרזיר,83,2,4,0,2020,83.6,0.0,41.0,0.0,3.0,66.0,1.0,4.0,24.0,11.0,7.486613313139955
חבל אילות,84,5,1,1,2014,280.9,93.7,40.0,6.0,8.0,77.0,2.0,6.0,26.0,8.0,8.74687531957003
חבל אילות,84,5,1,1,2015,280.9,93.6,49.0,5.0,7.0,85.0,11.0,6.0,27.0,9.0,8.86953877719374
חבל אילות,84,5,1,1,2016,,93.0,46.0,6.0,7.0,84.0,6.0,9.0,26.0,8.0,8.58783803098557
חבל אילות,84,5,1,1,2017,,92.2,42.0,6.0,8.0,81.0,6.0,10.0,23.0,8.0,8.900412690577083
חבל אילות,84,5,1,1,2018,,92.1,47.0,7.0,8.0,90.0,4.0,14.0,22.0,8.0,8.852807917623322
חבל אילות,84,5,1,1,2019,,92.6,52.0,6.0,8.0,73.0,3.0,9.0,22.0,9.0,8.730690365678642
חבל אילות,84,5,1,1,2020,,94.0,54.0,6.0,9.0,87.0,5.0,15.0,23.0,9.0,8.764521909518802
חבל יבנה,85,7,7,1,2014,21.7,98.9,43.0,9.0,1.0,71.0,2.0,5.0,30.0,7.0,7.709308333385869
חבל יבנה,85,4,7,1,2015,21.7,99.1,46.0,8.0,1.0,66.0,4.0,9.0,29.0,7.0,7.716015266642587
חבל יבנה,85,4,6,1,2016,,99.0,45.0,8.0,1.0,53.0,3.0,6.0,29.0,8.0,7.975908360165538
חבל יבנה,85,5,6,1,2017,,99.1,47.0,5.0,1.0,67.0,5.0,10.0,29.0,7.0,8.196161139282902
חבל יבנה,85,5,6,1,2018,,99.1,49.0,5.0,1.0,86.0,3.0,18.0,28.0,8.0,8.336390480591552
חבל יבנה,85,5,6,1,2019,,99.1,47.0,5.0,1.0,89.0,8.0,14.0,28.0,7.0,8.246171559857563
חבל יבנה,85,5,6,1,2020,,99.5,49.0,5.0,1.0,75.0,3.0,10.0,28.0,7.0,8.021912778985708
חבל מודיעין,86,7,7,1,2014,12.1,99.2,36.0,4.0,6.0,47.0,1.0,4.0,29.0,11.0,8.585785982881848
חבל מודיעין,86,7,7,1,2015,12.1,99.1,36.0,3.0,6.0,54.0,4.0,6.0,28.0,11.0,8.711443319075466
חבל מודיעין,86,7,7,1,2016,,99.2,41.0,3.0,6.0,68.0,5.0,9.0,28.0,10.0,8.70334075304372
חבל מודיעין,86,7,7,1,2017,,99.1,43.0,3.0,6.0,74.0,8.0,11.0,29.0,10.0,8.8110561229431
חבל מודיעין,86,7,7,1,2018,,98.9,41.0,2.0,6.0,77.0,11.0,14.0,28.0,9.0,8.865170419651774
חבל מודיעין,86,7,7,1,2019,,98.9,44.0,1.0,5.0,86.0,7.0,15.0,28.0,10.0,8.939449862164238
חבל מודיעין,86,7,7,1,2020,,98.9,44.0,2.0,5.0,76.0,10.0,14.0,27.0,10.0,8.791029857045965
חדרה,87,5,7,1,2014,31.9,92.8,34.0,2.0,7.0,61.0,5.0,8.0,26.0,11.0,8.097426298597213
חדרה,87,6,7,1,2015,31.9,92.7,37.0,2.0,7.0,66.0,6.0,10.0,27.0,11.0,8.038512020976814
חדרה,87,6,6,1,2016,32.7,92.5,37.0,2.0,7.0,68.0,5.0,9.0,26.0,11.0,7.998671361015776
חדרה,87,6,6,1,2017,32.7,92.3,38.0,2.0,7.0,72.0,5.0,14.0,26.0,11.0,8.046869510959576
חדרה,87,6,6,1,2018,32.7,92.1,38.0,3.0,8.0,73.0,4.0,12.0,26.0,11.0,8.063062911326792
חדרה,87,6,6,1,2019,32.7,91.8,40.0,3.0,8.0,73.0,6.0,12.0,27.0,11.0,8.156797046675651
חדרה,87,6,6,1,2020,32.7,92.5,41.0,3.0,8.0,80.0,7.0,14.0,27.0,11.0,8.114324709155339
חולון,88,5,9,1,2014,0.0,93.0,36.0,2.0,5.0,79.0,6.0,11.0,29.0,11.0,7.992268643270745
חולון,88,6,9,1,2015,0.0,92.8,37.0,2.0,5.0,80.0,8.0,12.0,30.0,11.0,8.074337694089515
חולון,88,6,9,1,2016,0.0,92.5,38.0,2.0,6.0,80.0,8.0,14.0,29.0,11.0,8.189244525735901
חולון,88,7,9,1,2017,0.0,92.3,40.0,2.0,6.0,84.0,7.0,18.0,29.0,11.0,8.145259566516865
חולון,88,7,9,1,2018,0.0,92.0,40.0,2.0,6.0,82.0,7.0,20.0,28.0,11.0,8.251142139090751
חולון,88,7,9,1,2019,0.0,91.7,43.0,2.0,6.0,83.0,8.0,20.0,29.0,11.0,8.293549515060345
חולון,88,7,9,1,2020,0.0,91.6,45.0,2.0,6.0,86.0,9.0,20.0,29.0,11.0,8.169336395928386
חוף אשקלון,89,6,6,1,2014,43.8,97.9,34.0,3.0,3.0,72.0,6.0,13.0,28.0,10.0,8.427487278331744
חוף אשקלון,89,7,6,1,2015,43.8,98.0,34.0,2.0,3.0,73.0,8.0,11.0,29.0,10.0,8.373322820996535
חוף אשקלון,89,7,5,1,2016,,97.8,36.0,4.0,3.0,67.0,4.0,11.0,28.0,9.0,8.295798110636145
חוף אשקלון,89,7,5,1,2017,,97.6,37.0,3.0,3.0,73.0,5.0,17.0,28.0,9.0,8.438149984075784
חוף אשקלון,89,7,5,1,2018,,97.5,41.0,3.0,2.0,78.0,6.0,18.0,28.0,9.0,8.435766192720509
חוף אשקלון,89,7,5,1,2019,,97.4,44.0,3.0,3.0,78.0,6.0,19.0,27.0,9.0,8.360539381370861
חוף אשקלון,89,7,5,1,2020,,97.7,43.0,4.0,3.0,89.0,6.0,19.0,27.0,9.0,7.808729306744399
חוף הכרמל,90,8,5,1,2014,58.6,95.2,39.0,11.0,3.0,65.0,7.0,13.0,26.0,10.0,7.884576510596324
חוף הכרמל,90,8,5,1,2015,58.6,95.1,40.0,11.0,6.0,60.0,11.0,13.0,26.0,10.0,7.75833346749091
חוף הכרמל,90,8,5,1,2016,,95.2,40.0,11.0,4.0,66.0,9.0,13.0,27.0,10.0,7.878534196140362
חוף הכרמל,90,8,5,1,2017,,95.0,42.0,10.0,5.0,74.0,8.0,18.0,26.0,10.0,8.0861025356691
חוף הכרמל,90,8,5,1,2018,,94.8,42.0,10.0,6.0,79.0,7.0,19.0,26.0,10.0,8.130059039992796
חוף הכרמל,90,8,5,1,2019,,94.8,43.0,9.0,6.0,78.0,11.0,20.0,25.0,10.0,8.09376775793108
חוף הכרמל,90,8,5,1,2020,,96.4,45.0,11.0,6.0,83.0,12.0,17.0,26.0,10.0,8.043984431221553
חוף השרון,91,8,7,1,2014,3.2,92.0,35.0,3.0,12.0,81.0,6.0,17.0,28.0,9.0,8.490849216076635
חוף השרון,91,8,7,1,2015,3.2,92.0,38.0,4.0,12.0,85.0,7.0,13.0,29.0,9.0,7.408530566894626
חוף השרון,91,8,7,1,2016,,91.6,40.0,4.0,13.0,82.0,13.0,17.0,30.0,9.0,7.076653815443951
חוף השרון,91,8,7,1,2017,,91.6,42.0,4.0,13.0,88.0,10.0,16.0,29.0,9.0,8.092239406724211
חוף השרון,91,8,7,1,2018,,93.2,45.0,4.0,13.0,93.0,8.0,23.0,29.0,9.0,8.301273485191347
חוף השרון,91,9,7,1,2019,,93.1,47.0,5.0,13.0,88.0,10.0,22.0,29.0,9.0,8.203851372183879
חוף השרון,91,9,7,1,2020,,95.9,50.0,5.0,12.0,88.0,13.0,25.0,28.0,9.0,8.17948018535889
חורה,92,2,4,0,2014,95.3,0.0,14.0,0.0,5.0,71.0,2.0,8.0,28.0,12.0,5.8888779583328805
חורה,92,1,4,0,2015,95.3,0.0,15.0,0.0,5.0,68.0,4.0,7.0,28.0,11.0,0.0
חורה,92,1,3,0,2016,94.4,0.0,17.0,0.0,5.0,68.0,2.0,8.0,27.0,11.0,6.54965074223381
חורה,92,1,3,0,2017,94.4,0.0,18.0,0.0,5.0,74.0,4.0,7.0,25.0,10.0,4.532599493153256
חורה,92,1,3,0,2018,94.4,0.0,21.0,0.0,5.0,69.0,2.0,7.0,25.0,10.0,5.170483995038151
חורה,92,1,3,0,2019,94.4,0.0,23.0,0.0,6.0,64.0,5.0,5.0,26.0,10.0,5.921578419643816
חורה,92,1,3,0,2020,94.4,0.0,25.0,0.0,6.0,73.0,4.0,5.0,26.0,10.0,4.6913478822291435
חורפיש,93,3,3,0,2014,131.9,0.0,31.0,0.0,6.0,96.0,9.0,15.0,27.0,10.0,7.426549072397305
